Date,Close
10/6/2016,151.13
10/7/2016,150.84
10/10/2016,153.19
10/11/2016,152.38
10/12/2016,152.24
10/13/2016,150.31
10/14/2016,151.12
10/17/2016,152.01
10/18/2016,159.45
10/19/2016,165.02
10/20/2016,165.4
10/21/2016,166.36
10/24/2016,166.53
10/25/2016,164.89
10/26/2016,164.8
10/27/2016,165.94
10/28/2016,167.92
10/31/2016,169.24
11/1/2016,167.56
11/2/2016,167.25
11/3/2016,166.17
11/4/2016,166.76
11/7/2016,168.21
11/8/2016,168.89
11/9/2016,170.36
11/10/2016,161.11
11/11/2016,159.62
11/14/2016,157.17
11/15/2016,161.34
11/16/2016,161.57
11/17/2016,161.57
11/18/2016,164.31
11/21/2016,166.46
11/22/2016,168.47
11/23/2016,170.56
11/25/2016,172.26
11/28/2016,170.04
11/29/2016,170.87
11/30/2016,168.04
12/1/2016,168.7
12/2/2016,168
12/5/2016,166.29
12/6/2016,169.09
12/7/2016,167.72
12/8/2016,164.53
12/9/2016,163.57
12/12/2016,161.87
12/13/2016,161.86
12/14/2016,161.99
12/15/2016,159.78
12/16/2016,160.04
12/19/2016,161.23
12/20/2016,161.1
12/21/2016,162.63
12/22/2016,161.33
12/23/2016,161.57
12/27/2016,161.97
12/28/2016,161.25
12/29/2016,162.36
12/30/2016,159.24
1/3/2017,158.36
1/4/2017,162.99
1/5/2017,162.77
1/6/2017,163.49
1/9/2017,164.51
1/10/2017,166.36
1/11/2017,168.96
1/12/2017,168.36
1/13/2017,167.16
1/17/2017,164.93
1/18/2017,165.57
1/19/2017,166.04
1/20/2017,167.87
1/23/2017,167.04
1/24/2017,169.51
1/25/2017,170.57
1/26/2017,170.94
1/27/2017,172.02
1/30/2017,173.93
1/31/2017,174.54
2/1/2017,170.89
2/2/2017,174.91
2/3/2017,175.89
2/6/2017,177.94
2/7/2017,182.96
2/8/2017,185.18
2/9/2017,185.9
2/10/2017,186.37
2/13/2017,183.8
2/14/2017,184.91
2/15/2017,185.94
2/16/2017,186.1
2/17/2017,187.93
2/21/2017,188.92
2/22/2017,183
2/23/2017,186.3
2/24/2017,186.28
2/27/2017,185.42
2/28/2017,189.81
3/1/2017,187.45
3/2/2017,189.37
3/3/2017,189.04
3/6/2017,188.89
3/7/2017,189.3
3/8/2017,188.36
3/9/2017,184.69
3/10/2017,186.73
3/13/2017,186.79
3/14/2017,183.67
3/15/2017,186.27
3/16/2017,185.62
3/17/2017,184.83
3/20/2017,183.69
3/21/2017,184.02
3/22/2017,184.13
3/23/2017,184.35
3/24/2017,182.95
3/27/2017,183.95
3/28/2017,184.94
3/29/2017,182.77
3/30/2017,184.11
3/31/2017,184.3
4/3/2017,186.23
4/4/2017,186.36
4/5/2017,185.14
4/6/2017,186
4/7/2017,175.16
4/10/2017,173.75
4/11/2017,175.51
4/12/2017,175.13
4/13/2017,174.04
4/17/2017,175.04
4/18/2017,176.63
4/19/2017,175.71
4/20/2017,176.91
4/21/2017,179.3
4/24/2017,180.59
4/25/2017,180.59
4/26/2017,180.96
4/27/2017,185.55
4/28/2017,181.39
5/1/2017,182.16
5/2/2017,184.41
5/3/2017,187.07
5/4/2017,190.39
5/5/2017,193.12
5/8/2017,192.29
5/9/2017,195.36
5/10/2017,195.67
5/11/2017,195.38
5/12/2017,195.28
5/15/2017,196.52
5/16/2017,196.23
5/17/2017,191.46
5/18/2017,194.71
5/19/2017,195.8
5/22/2017,198.82
5/23/2017,199.25
5/24/2017,205.97
5/25/2017,208.04
5/26/2017,207.05
5/30/2017,208.49
5/31/2017,211.72
6/1/2017,215.34
6/2/2017,218.05
6/5/2017,217.1
6/6/2017,217.85
6/7/2017,218.15
6/8/2017,217.88
6/9/2017,206.19
6/12/2017,204.07
6/13/2017,208.4
6/14/2017,210.56
6/15/2017,209.56
6/16/2017,210.84
6/19/2017,215.73
6/20/2017,215.03
6/21/2017,216.09
6/22/2017,218.09
6/23/2017,217.05
6/26/2017,218.88
6/27/2017,213.14
6/28/2017,213.6
6/29/2017,210.75
6/30/2017,211.53
7/3/2017,209.92
7/5/2017,208.03
7/6/2017,208.84
7/7/2017,212.32
7/10/2017,211.62
7/11/2017,212.11
7/12/2017,213.54
7/13/2017,210.45
7/14/2017,209.21
7/17/2017,208.25
7/18/2017,211.45
7/19/2017,212.52
7/20/2017,212.44
7/21/2017,213.22
7/24/2017,213.97
7/25/2017,192.4
7/26/2017,186.43
7/27/2017,182.43
7/28/2017,183.09
7/31/2017,186.5
8/1/2017,186.45
8/2/2017,192.35
8/3/2017,198.23
8/4/2017,196.79
8/7/2017,195.43
8/8/2017,192.14
8/9/2017,193.83
8/10/2017,192.53
8/11/2017,192.86
8/14/2017,193.91
8/15/2017,188.17
8/16/2017,187.67
8/17/2017,188.26
8/18/2017,188.66
8/21/2017,189.48
8/22/2017,189.01
8/23/2017,187.69
8/24/2017,183.3
8/25/2017,178.73
8/28/2017,178.76
8/29/2017,178.38
8/30/2017,178.93
8/31/2017,182.26
9/1/2017,183.59
9/5/2017,182.5
9/6/2017,182.63
9/7/2017,183.32
9/8/2017,186.43
9/11/2017,189.02
9/12/2017,189.92
9/13/2017,188.55
9/14/2017,189.91
9/15/2017,194.68
9/18/2017,195.62
9/19/2017,195.93
9/20/2017,197.58
9/21/2017,198.04
9/22/2017,197.21
9/25/2017,193.42
9/26/2017,193.31
9/27/2017,196.84
9/28/2017,197.04
9/29/2017,198.55
10/2/2017,199.99
10/3/2017,202.81
10/4/2017,201.64
10/5/2017,206.02
10/6/2017,205.39
10/9/2017,205.8
10/10/2017,209.44
10/11/2017,209.24
10/12/2017,201.03
10/13/2017,192.98
10/16/2017,193.19
10/17/2017,192.27
10/18/2017,187.79
10/19/2017,186.12
10/20/2017,186.11
10/23/2017,182.63
10/24/2017,183.84
10/25/2017,185.75
10/26/2017,185.68
10/27/2017,184.68
10/30/2017,181.7
10/31/2017,183
11/1/2017,177.25
11/2/2017,178.09
11/3/2017,177.94
11/6/2017,173.46
11/7/2017,170.1
11/8/2017,168.71
11/9/2017,173.21
11/10/2017,173.33
11/13/2017,173.03
11/14/2017,175.66
11/15/2017,175.76
11/16/2017,177.47
11/17/2017,178.65
11/20/2017,177.77
11/21/2017,176.88
11/22/2017,176.55
11/24/2017,177.34
11/27/2017,174.52
11/28/2017,172.29
11/29/2017,179.17
11/30/2017,186.16
12/1/2017,184.62
12/4/2017,187.62
12/5/2017,185.5
12/6/2017,181.17
12/7/2017,179.51
12/8/2017,183.91
12/11/2017,180.96
12/12/2017,180.61
12/13/2017,180.51
12/14/2017,182.52
12/15/2017,185.04
12/18/2017,186
12/19/2017,187.06
12/20/2017,183.62
12/21/2017,188.39
12/22/2017,192.87
12/26/2017,190.37
12/27/2017,190.57
12/28/2017,189.98
12/29/2017,188.96
1/2/2018,186.94
1/3/2018,191.66
1/4/2018,197.29
1/5/2018,200.3
1/8/2018,203.61
1/9/2018,206.71
1/10/2018,200.09
1/11/2018,209.85
1/12/2018,211.15
1/16/2018,209.29
1/17/2018,207.89
1/18/2018,210.91
1/19/2018,213.54
1/22/2018,216.29
1/23/2018,219.57
1/24/2018,218.72
1/25/2018,219.33
1/26/2018,216.78
1/29/2018,215.33
1/30/2018,215.95
1/31/2018,216.85
2/1/2018,218.67
2/2/2018,214.38
2/5/2018,208.02
2/6/2018,208.46
2/7/2018,211.31
2/8/2018,198.57
2/9/2018,206.09
2/12/2018,211.87
2/13/2018,208
2/14/2018,209.78
2/15/2018,217.7
2/16/2018,220.74
2/20/2018,221.49
2/21/2018,230.53
2/22/2018,227
2/23/2018,228.85
2/26/2018,228.02
2/27/2018,226.47
2/28/2018,222.41
3/1/2018,222.82
3/2/2018,223.1
3/5/2018,219.61
3/6/2018,221.44
3/7/2018,222.96
3/8/2018,222.78
3/9/2018,230.26
3/12/2018,227.69
3/13/2018,226.4
3/14/2018,226.66
3/15/2018,226.82
3/16/2018,229.79
3/19/2018,227.67
3/20/2018,231.59
3/21/2018,228.26
3/22/2018,226.4
3/23/2018,226.65
3/26/2018,231.28
3/27/2018,231.58
3/28/2018,233.87
3/29/2018,233.56
4/2/2018,230.42
4/3/2018,233.47
4/4/2018,231.45
4/5/2018,235.79
4/6/2018,231.46
4/9/2018,232.43
4/10/2018,231.7
4/11/2018,231
4/12/2018,231.48
4/13/2018,230.32
4/16/2018,232.35
4/17/2018,237.16
4/18/2018,238.19
4/19/2018,240.69
4/20/2018,238.93
4/23/2018,239.48
4/24/2018,231.82
4/25/2018,233.53
4/26/2018,250.61
4/27/2018,248.42
4/30/2018,241.73
5/1/2018,247.68
5/2/2018,244.28
5/3/2018,245.83
5/4/2018,248.24
5/7/2018,250.5
5/8/2018,250.41
5/9/2018,249.91
5/10/2018,249.72
5/11/2018,249.91
5/14/2018,246.14
5/15/2018,247.1
5/16/2018,247.34
5/17/2018,246.55
5/18/2018,244.86
5/21/2018,248.37
5/22/2018,248.21
5/23/2018,249.49
5/24/2018,252.24
5/25/2018,250.34
5/29/2018,245.8
5/30/2018,251.7
5/31/2018,251.48
6/1/2018,252.85
6/4/2018,255.39
6/5/2018,262.63
6/6/2018,269.63
6/7/2018,272.04
6/8/2018,270.04
6/11/2018,269.77
6/12/2018,273.2
6/13/2018,273.58
6/14/2018,273.65
6/15/2018,277.34
6/18/2018,281.73
6/19/2018,287.39
6/20/2018,287.9
6/21/2018,290.76
6/22/2018,292.39
6/25/2018,279.51
6/26/2018,283.11
6/27/2018,281.47
6/28/2018,282.09
6/29/2018,282.17
7/2/2018,281
7/3/2018,280.13
7/5/2018,277.74
7/6/2018,279.15
7/9/2018,278.27
7/10/2018,272.39
7/11/2018,279.66
7/12/2018,279.03
7/13/2018,281.4
7/16/2018,279.19
7/17/2018,282.04
7/18/2018,283.68
7/19/2018,276.75
7/20/2018,277.17
7/23/2018,271.75
7/24/2018,263.07
7/25/2018,262.2
7/26/2018,260
7/27/2018,260.7
7/30/2018,256.41
7/31/2018,262.66
8/1/2018,270.34
8/2/2018,276.75
8/3/2018,279.5
8/6/2018,280.14
8/7/2018,277.45
8/8/2018,286.92
8/9/2018,291.45
8/10/2018,291.31
8/13/2018,288.6
8/14/2018,287.51
8/15/2018,284.19
8/16/2018,287.72
8/17/2018,285.04
8/20/2018,284.75
8/21/2018,287.37
8/22/2018,291.54
8/23/2018,289.4
8/24/2018,297.95
8/27/2018,297.89
8/28/2018,299.43
8/29/2018,300.64
8/30/2018,300.67
8/31/2018,298.56
9/4/2018,296.6
9/5/2018,289.81
9/6/2018,290.53
9/7/2018,294.07
9/10/2018,293.78
9/11/2018,286.62
9/12/2018,285.24
9/13/2018,284.84
9/14/2018,280.05
9/17/2018,274.6
9/18/2018,281.81
9/19/2018,279.47
9/20/2018,282.71
9/21/2018,286.22
9/24/2018,288.99
9/25/2018,290.79
9/26/2018,289.18
9/27/2018,293.45
9/28/2018,294.8
10/1/2018,285.52
10/2/2018,282.28
10/3/2018,286
10/4/2018,281.77
10/5/2018,282.91
10/8/2018,280.24
10/9/2018,284.18
10/10/2018,274.92
10/11/2018,270.88
10/12/2018,277.34
10/15/2018,272.94
10/16/2018,259.63
10/17/2018,267.69
10/18/2018,266.38
10/19/2018,267.75
10/22/2018,267.75
10/23/2018,265.82
10/24/2018,255.49
10/25/2018,261.77
10/26/2018,261.24
10/29/2018,256.49
10/30/2018,266.23
10/31/2018,268.79
11/1/2018,266.05
11/2/2018,265.3
11/5/2018,260.26
11/6/2018,263.56
11/7/2018,271.47
11/8/2018,273.15
11/9/2018,274.35
11/12/2018,269.09
11/13/2018,264.71
11/14/2018,266.12
11/15/2018,259.62
11/16/2018,264.62
11/19/2018,252.07
11/20/2018,255.22
11/21/2018,259.59
11/23/2018,262.5
11/26/2018,266.36
11/27/2018,268.58
11/28/2018,273.8
11/29/2018,280.18
11/30/2018,277.32
12/3/2018,276.36
12/4/2018,266.02
12/6/2018,266.4
12/7/2018,258.32
12/10/2018,255.21
12/11/2018,252
12/12/2018,249.68
12/13/2018,250.16
12/14/2018,249.01
12/17/2018,242.19
12/18/2018,244.65
12/19/2018,239.38
12/20/2018,235.39
12/21/2018,239.49
12/24/2018,234.35
12/26/2018,248.91
12/27/2018,248.47
12/28/2018,249.95
12/31/2018,247.99
1/2/2019,243.3
1/3/2019,239.69
1/4/2019,243.6
1/7/2019,246.43
1/8/2019,242.21
1/9/2019,246.59
1/10/2019,246.19
1/11/2019,248.99
